character_tag,copyright_tag,subject_hint,support,character_lines,copyright_lines,score
bronya_zaychik,honkai_impact_3rd,1girl,98,214,1301,326.38055
kousaka_honoka,love_live!_school_idol_project,1girl,107,112,1290,326.266328
koizumi_mahiru,danganronpa_2:_goodbye_despair,1girl,107,110,1397,325.429017
hyuuga_(kancolle),kantai_collection,1girl,107,108,54576,324.576342
kasuga_ayumu,azumanga_daioh,1girl,107,107,184,324.144064
murasaki_shion_(5th_costume),hololive,1girl,107,107,17510,324.144064
reimu_endou,nijisanji,1girl,107,107,7324,324.144064
reimu_endou,nijisanji_en,1girl,107,107,2113,324.144064
suzuhara_lulu_(1st_costume),nijisanji,1girl,107,107,7324,324.144064
usugumo_(kancolle),kantai_collection,1girl,107,107,54576,324.144064
yotsuyu_goe_brutus,final_fantasy,1girl,107,107,3040,324.144064
yotsuyu_goe_brutus,final_fantasy_xiv,1girl,107,107,2075,324.144064
rosa_(pokemon),pokemon_bw2,1girl,105,121,293,323.692464
backbeard,original,1girl,106,112,73512,323.21711
artoria_pendragon_(fate),fate/unlimited_codes,1girl,75,2035,83,323.142331
cagliostro_(granblue_fantasy),granblue_fantasy,1girl,105,119,788,322.932431
inkling_girl,splatoon_1,1girl,85,629,141,322.885305
kagamine_rin,aku_no_musume_(vocaloid),1girl,75,1973,78,322.134531
toujou_nozomi,love_live!,1girl,106,109,3842,321.967209
african_penguin_(kemono_friends),kemono_friends_v_project,1girl,106,108,1209,321.542918
ayase_eli,love_live!,1girl,106,108,3842,321.542918
medusa_(rider)_(fate),fate_(series),1girl,106,107,8588,321.11468
nia_teppelin,tengen_toppa_gurren_lagann,1girl,106,107,153,321.11468
nishizumi_maho,girls_und_panzer,1girl,106,107,3019,321.11468
blaze_the_cat,sonic_(series),1girl,106,106,495,320.682422
fujinami_(kancolle),kantai_collection,1girl,106,106,54576,320.682422
pallas_(arknights),arknights,1girl,106,106,14928,320.682422
saionji_hiyoko,danganronpa_(series),1girl,106,106,3266,320.682422
mari_(blue_archive),,1girl,83,696,83,318.936567
toujou_nozomi,love_live!_school_idol_project,1girl,105,109,1290,318.929782
emilia_(re:zero),re:zero_kara_hajimeru_isekai_seikatsu,1girl,105,107,511,318.085297
musashi_(kancolle),kantai_collection,1girl,105,107,54576,318.085297
sayu_(genshin_impact),genshin_impact,1girl,105,106,10725,317.657116
osaki_tenka,idolmaster,1girl,104,113,13720,317.520158
osaki_tenka,idolmaster_shiny_colors,1girl,104,113,3359,317.520158
crystalfly_(genshin_impact),genshin_impact,1girl,105,105,10725,317.224876
hayasui_(kancolle),kantai_collection,1girl,105,105,54576,317.224876
kasumi_(blue_archive),blue_archive,1girl,105,105,14955,317.224876
kikyou_(inuyasha),inuyasha,1girl,105,105,217,317.224876
maria_marionette,nijisanji,1girl,105,105,7324,317.224876
maria_marionette,nijisanji_en,1girl,105,105,2113,317.224876
millie_parfait,nijisanji,1girl,105,105,7324,317.224876
millie_parfait,nijisanji_en,1girl,105,105,2113,317.224876
nagomi_yui,delicious_party_precure,1girl,105,105,339,317.224876
nagomi_yui,precure,1girl,105,105,4689,317.224876
shirosaki_hana,watashi_ni_tenshi_ga_maiorita!,1girl,105,105,385,317.224876
tamaki_iroha,magia_record:_mahou_shoujo_madoka_magica_gaiden,1girl,105,105,1350,317.224876
tamaki_iroha,mahou_shoujo_madoka_magica,1girl,105,105,4167,317.224876
oda_nobunaga_(koha-ace),fate/grand_order,1girl,103,115,4875,315.251878
arcueid_brunestud,tsukihime,1girl,104,106,612,314.63181
saionji_hiyoko,danganronpa_2:_goodbye_despair,1girl,104,106,1397,314.63181
hachikuji_mayoi,monogatari_(series),1girl,104,105,852,314.203687
ultimate_madoka,mahou_shoujo_madoka_magica_(anime),1girl,102,120,2381,314.076487
frostleaf_(arknights),arknights,1girl,104,104,14928,313.771467
hatsushimo_kai_ni_(kancolle),kantai_collection,1girl,104,104,54576,313.771467
heanna_sumire,love_live!,1girl,104,104,3842,313.771467
heanna_sumire,love_live!_superstar!!,1girl,104,104,554,313.771467
magallan_(arknights),arknights,1girl,104,104,14928,313.771467
misono_karin,magia_record:_mahou_shoujo_madoka_magica_gaiden,1girl,104,104,1350,313.771467
misono_karin,mahou_shoujo_madoka_magica,1girl,104,104,4167,313.771467
nakano_miku,go-toubun_no_hanayome,1girl,104,104,667,313.771467
saten_ruiko,toaru_kagaku_no_railgun,1girl,104,104,915,313.771467
saten_ruiko,toaru_majutsu_no_index,1girl,104,104,1394,313.771467
mona_(genshin_impact),genshin_impact,1girl,103,111,10725,313.668267
patchouli_knowledge,o,1girl,72,2222,11299,312.965572
kazami_yuuka,touhou_(pc-98),1girl,77,1147,1352,312.586383
elysia_(honkai_impact),,1girl,96,180,96,312.50616
haruno_sakura,naruto_(series),1girl,103,108,368,312.442647
medusa_(fate),fate/stay_night,1girl,100,132,2804,312.057393
nero_claudius_(fate),fate_(series),1girl,103,107,8588,312.026529
aika_granzchesta,aria_(manga),1girl,103,103,1032,310.322234
akamatsu_kaede,danganronpa_(series),1girl,103,103,3266,310.322234
akamatsu_kaede,danganronpa_v3:_killing_harmony,1girl,103,103,687,310.322234
asakura_ryouko,suzumiya_haruhi_no_yuuutsu,1girl,103,103,1840,310.322234
kinugasa_kai_ni_(kancolle),kantai_collection,1girl,103,103,54576,310.322234
minazuki_karen,precure,1girl,103,103,4689,310.322234
minazuki_karen,yes!_precure_5,1girl,103,103,716,310.322234
nakatsu_shizuru,rewrite,1girl,103,103,252,310.322234
penny_(pokemon),pokemon,1girl,103,103,8618,310.322234
senjougahara_hitagi,monogatari_(series),1girl,103,103,852,310.322234
serika_(blue_archive),blue_archive,1girl,103,103,14955,310.322234
ayase_eli,love_live!_school_idol_project,1girl,102,108,1290,309.409223
hina_(blue_archive),,1girl,80,726,80,308.87493
jougasaki_rika,idolmaster,1girl,102,104,13720,307.737401
jougasaki_rika,idolmaster_cinderella_girls,1girl,102,104,7464,307.737401
hoshikawa_sara,nijisanji,1girl,102,103,7324,307.309397
lyrica_prismriver,touhou,1girl,102,103,92535,307.309397
seele_vollerei,honkai_(series),1girl,97,146,2559,306.942227
amano_hina_(tenki_no_ko),tenki_no_ko,1girl,102,102,105,306.877218
azki_(hololive),hololive,1girl,102,102,17510,306.877218
kazama_iroha_(1st_costume),hololive,1girl,102,102,17510,306.877218
magical_mirai_miku_(2018),magical_mirai_(vocaloid),1girl,102,102,694,306.877218
magical_mirai_miku_(2018),vocaloid,1girl,102,102,24189,306.877218
mima_(touhou),touhou,1girl,102,102,92535,306.877218
pomni_(the_amazing_digital_circus),the_amazing_digital_circus,1girl,102,102,104,306.877218
robin_(female)_(fire_emblem),fire_emblem,1girl,102,102,4052,306.877218
sakura_miko_(3rd_costume),hololive,1girl,102,102,17510,306.877218
yomotsu_hisami,touhou,1girl,102,102,92535,306.877218
yuki_miku_(2012),vocaloid,1girl,102,102,24189,306.877218
princess_zelda,the_legend_of_zelda:_a_link_between_worlds,1girl,81,577,85,304.655241
mima_(touhou),touhou_(pc-98),1girl,101,102,1352,303.868617
ro-500_(kancolle),kantai_collection,1girl,101,102,54576,303.868617
seele_vollerei,honkai_impact_3rd,1girl,96,146,1301,303.777874
futaba_sana,magia_record:_mahou_shoujo_madoka_magica_gaiden,1girl,101,101,1350,303.436459
futaba_sana,mahou_shoujo_madoka_magica,1girl,101,101,4167,303.436459
minegumo_(kancolle),kantai_collection,1girl,101,101,54576,303.436459
saki_(blue_archive),blue_archive,1girl,101,101,14955,303.436459
tsujino_akari,idolmaster,1girl,101,101,13720,303.436459
tsujino_akari,idolmaster_cinderella_girls,1girl,101,101,7464,303.436459
medusa_(rider)_(fate),fate/stay_night,1girl,100,107,2804,302.938378
fate_testarossa,mahou_shoujo_lyrical_nanoha_a's,1girl,87,292,238,301.488308
penny_(pokemon),pokemon_sv,1girl,100,103,1790,301.283722
kagamine_rin,project_sekai,1girl,70,1973,2129,300.658896
merlin_prismriver,touhou,1girl,100,101,92535,300.432137
hayashio_(kancolle),kantai_collection,1girl,100,100,54576,300
luo_tianyi,vocaloid,1girl,100,100,24189,300
oribe_yasuna,kill_me_baby,1girl,100,100,381,300
shirakami_fubuki_(6th_costume),hololive,1girl,100,100,17510,300
suzuya_kai_ni_(kancolle),kantai_collection,1girl,100,100,54576,300
tsukumo_benben,touhou,1girl,100,100,92535,300
wo-class_aircraft_carrier,kantai_collection,1girl,100,100,54576,300
surtr_(arknights),arknights,1girl,99,107,14928,299.908994
caracal_(kemono_friends),kemono_friends_v_project,1girl,97,120,1209,298.680581
jacket_girl_(dipp),dolls_in_pseudo_paradise,1girl,91,191,106,298.574036
nishikigi_chisato,,1girl,83,379,83,297.027054
kiryu_coco,hololive,1girl,99,100,17510,297
luo_tianyi,vsinger,1girl,99,100,121,297
sister_cleaire,nijisanji,1girl,99,100,7324,297
ookami_mio_(1st_costume),hololive,1girl,99,99,17510,296.567884
wonder_acute_(umamusume),umamusume,1girl,99,99,13094,296.567884
takane_lui,hololive,1girl,98,102,17510,294.842817
sakamata_chloe,hololive,1girl,98,101,17510,294.423495
shiina_yuika,nijisanji,1girl,98,101,7324,294.423495
kirisame_marisa,100th_black_market,1girl,63,4702,74,294.353805
pochita_(chainsaw_man),chainsaw_man,1girl,98,100,3681,294
angel's_24_uniform_(blue_archive),blue_archive,1girl,98,98,14955,293.140155
kasai_amane,delicious_party_precure,1girl,98,98,339,293.140155
kasai_amane,precure,1girl,98,98,4689,293.140155
koharu_rikka,synthesizer_v,1girl,98,98,188,293.140155
minazuki_(kancolle),kantai_collection,1girl,98,98,54576,293.140155
yuzu_(maid)_(blue_archive),blue_archive,1girl,98,98,14955,293.140155
hisakawa_nagi,idolmaster_cinderella_girls_starlight_stage,1girl,86,243,1108,291.16214
matoi_ryuuko,kill_la_kill,1girl,97,100,202,291
mishaguji,touhou,1girl,97,100,92535,291
angela_(project_moon),lobotomy_corporation,1girl,86,237,478,290.228358
feiqizi_(fkey),original,1girl,97,97,73512,289.716858
fu_xuan_(honkai:_star_rail),honkai_(series),1girl,97,97,2559,289.716858
hakui_koyori_(1st_costume),hololive,1girl,97,97,17510,289.716858
maki_(blue_archive),blue_archive,1girl,97,97,14955,289.716858
mihono_bourbon_(umamusume),umamusume,1girl,97,97,13094,289.716858
nachi_(kancolle),kantai_collection,1girl,97,97,54576,289.716858
rosa_(arknights),arknights,1girl,97,97,14928,289.716858
teruzuki_(kancolle),kantai_collection,1girl,97,97,54576,289.716858
y'shtola_rhul,final_fantasy,1girl,97,97,3040,289.716858
y'shtola_rhul,final_fantasy_xiv,1girl,97,97,2075,289.716858
takamachi_nanoha,mahou_shoujo_lyrical_nanoha_strikers,1girl,81,374,245,289.4026
selene_(pokemon),pokemon,1girl,91,146,8618,287.95611
koharu_rikka,cevio,1girl,96,98,660,287.157703
myoukou_(kancolle),kantai_collection,1girl,96,98,54576,287.157703
takami_chika,love_live!,1girl,96,98,3842,287.157703
takami_chika,love_live!_sunshine!!,1girl,96,98,944,287.157703
fu_xuan_(honkai:_star_rail),honkai:_star_rail,1girl,96,97,1201,286.730086
2b_(nier:automata),nier:automata,1girl,96,96,143,286.298038
2b_(nier:automata),nier_(series),1girl,96,96,183,286.298038
artoria_caster_(second_ascension)_(fate),fate/grand_order,1girl,96,96,4875,286.298038
artoria_caster_(second_ascension)_(fate),fate_(series),1girl,96,96,8588,286.298038
brown_long-eared_bat_(kemono_friends),kemono_friends,1girl,96,96,5004,286.298038
kiyohime_(fate),fate/grand_order,1girl,96,96,4875,286.298038
kiyohime_(fate),fate_(series),1girl,96,96,8588,286.298038
mizuno_ami,bishoujo_senshi_sailor_moon,1girl,96,96,1053,286.298038
nina_kosaka,nijisanji,1girl,96,96,7324,286.298038
nina_kosaka,nijisanji_en,1girl,96,96,2113,286.298038
pomu_rainpuff_(1st_costume),nijisanji,1girl,96,96,7324,286.298038
pomu_rainpuff_(1st_costume),nijisanji_en,1girl,96,96,2113,286.298038
ruby_rose,rwby,1girl,96,96,312,286.298038
toshinou_kyouko,yuru_yuri,1girl,96,96,569,286.298038
urotsuki,yume_2kki,1girl,96,96,98,286.298038
yumeno_himiko,danganronpa_(series),1girl,96,96,3266,286.298038
yumeno_himiko,danganronpa_v3:_killing_harmony,1girl,96,96,687,286.298038
arare_(kancolle),kantai_collection,1girl,95,97,54576,283.743315
diona_(genshin_impact),genshin_impact,1girl,90,140,10725,283.151523
cure_prism,hirogaru_sky!_precure,1girl,95,95,461,282.883743
cure_prism,precure,1girl,95,95,4689,282.883743
dire_wolf_(kemono_friends),kemono_friends,1girl,95,95,5004,282.883743
himesaka_noa,watashi_ni_tenshi_ga_maiorita!,1girl,95,95,385,282.883743
natsuki_(doki_doki_literature_club),doki_doki_literature_club,1girl,95,95,353,282.883743
tama_(kancolle),kantai_collection,1girl,95,95,54576,282.883743
yune_(fire_emblem),fire_emblem,1girl,95,95,4052,282.883743
yune_(fire_emblem),fire_emblem:_radiant_dawn,1girl,95,95,497,282.883743
cirno,o,1girl,62,3477,11299,281.554691
souryuu_asuka_langley,evangelion:_3.0_you_can_(not)_redo,1girl,77,449,97,281.222968
inoue_takina,,1girl,78,401,78,281.045261
ise_(kancolle),kantai_collection,1girl,94,95,54576,279.906019
sf-a2_miki,vocaloid,1girl,94,95,24189,279.906019
yukinoshita_yukino,yahari_ore_no_seishun_lovecome_wa_machigatteiru.,1girl,94,95,219,279.906019
gangut_(kancolle),kantai_collection,1girl,94,94,54576,279.474018
hatakaze_(kancolle),kantai_collection,1girl,94,94,54576,279.474018
nakano_nino,go-toubun_no_hanayome,1girl,94,94,667,279.474018
nanashi_mumei_(1st_costume),hololive,1girl,94,94,17510,279.474018
nanashi_mumei_(1st_costume),hololive_english,1girl,94,94,5092,279.474018
nijino_yume,aikatsu!_(series),1girl,94,94,2349,279.474018
oozora_subaru_(1st_costume),hololive,1girl,94,94,17510,279.474018
tohno_akiha,tsukihime,1girl,94,94,612,279.474018
uruha_rushia_(3rd_costume),hololive,1girl,94,94,17510,279.474018
yuki_miku_(2019),vocaloid,1girl,94,94,24189,279.474018
takamachi_nanoha,mahou_shoujo_lyrical_nanoha_a's,1girl,78,374,238,278.683985
dire_wolf_(kemono_friends),kemono_friends_v_project,1girl,93,95,1209,276.928295
suou_momoko,idolmaster_million_live!_theater_days,1girl,82,237,642,276.729364
chun-li,street_fighter,1girl,93,94,341,276.50089
nijino_yume,aikatsu_stars!,1girl,93,94,356,276.50089
yuzuki_yukari_(shizuku),a.i._voice,1girl,93,94,982,276.50089
yuzuki_yukari_(shizuku),voiceroid,1girl,93,94,2056,276.50089
beatrice_(re:zero),re:zero_kara_hajimeru_isekai_seikatsu,1girl,93,93,511,276.068914
buttercup_(ppg),powerpuff_girls,1girl,93,93,136,276.068914
petra_gurin_(1st_costume),nijisanji,1girl,93,93,7324,276.068914
petra_gurin_(1st_costume),nijisanji_en,1girl,93,93,2113,276.068914
reiuji_utsuho_(bird),touhou,1girl,93,93,92535,276.068914
specter_the_unchained_(arknights),arknights,1girl,93,93,14928,276.068914
yoroizuka_mizore,hibike!_euphonium,1girl,93,93,647,276.068914
alice_margatroid,cookie_(touhou),1girl,65,1761,573,275.974358
elysia_(honkai_impact),honkai_(series),1girl,84,180,2559,273.44289
elysia_(honkai_impact),honkai_impact_3rd,1girl,84,180,1301,273.44289
yoimiya_(genshin_impact),genshin_impact,1girl,89,118,10725,273.397499
de_ruyter_(kancolle),kantai_collection,1girl,92,92,54576,272.66848
fuka-chan,original,1girl,92,92,73512,272.66848
haibara_ai,meitantei_conan,1girl,92,92,153,272.66848
himemushi_momoyo,touhou,1girl,92,92,92535,272.66848
koiwai_yotsuba,yotsubato!,1girl,92,92,120,272.66848
meisho_doto_(umamusume),umamusume,1girl,92,92,13094,272.66848
yorita_yoshino,idolmaster,1girl,92,92,13720,272.66848
yorita_yoshino,idolmaster_cinderella_girls,1girl,92,92,7464,272.66848
sakura_futaba,persona,1girl,91,95,987,270.972848
sakura_futaba,persona_5,1girl,91,95,337,270.972848
laffey_(azur_lane),azur_lane,1girl,89,109,2193,270.330958
hakurei_reimu_(cosplay),touhou,1girl,91,93,92535,270.131948
kizuna_akari,a.i._voice,1girl,74,446,982,270.05078
amiya_(arknights),,1girl,65,1420,65,269.898742
flametail_(arknights),arknights,1girl,91,91,14928,269.272767
hanasato_minori,project_sekai,1girl,91,91,2129,269.272767
me-tan,os-tan,1girl,91,91,464,269.272767
ononoki_yotsugi,monogatari_(series),1girl,91,91,852,269.272767
ryuzaki_kaoru,idolmaster,1girl,91,91,13720,269.272767
ryuzaki_kaoru,idolmaster_cinderella_girls,1girl,91,91,7464,269.272767
sakuragi_mano,idolmaster,1girl,91,91,13720,269.272767
sakuragi_mano,idolmaster_shiny_colors,1girl,91,91,3359,269.272767
serina_(blue_archive),blue_archive,1girl,91,91,14955,269.272767
sangonomiya_kokomi,,1girl,75,384,75,268.824842
brown_long-eared_bat_(kemono_friends),kemono_friends_v_project,1girl,90,96,1209,268.404411
white_mage,final_fantasy,1girl,90,93,3040,267.163465
slime_(genshin_impact),genshin_impact,1girl,89,100,10725,267
caren_hortensia,fate/hollow_ataraxia,1girl,87,117,294,266.93217
enterprise_(azur_lane),azur_lane,1girl,90,91,2193,266.313725
warrior_of_light_(ff14),original,1girl,67,941,73512,266.230505
cure_peace,precure,1girl,90,90,4689,265.881826
cure_peace,smile_precure!,1girl,90,90,410,265.881826
daiba_nana,shoujo_kageki_revue_starlight,1girl,90,90,423,265.881826
faust_(project_moon),limbus_company,1girl,90,90,697,265.881826
faust_(project_moon),project_moon,1girl,90,90,1660,265.881826
ichikawa_hinana,idolmaster,1girl,90,90,13720,265.881826
ichikawa_hinana,idolmaster_shiny_colors,1girl,90,90,3359,265.881826
nun_bora,nijisanji,1girl,90,90,7324,265.881826
nun_bora,nijisanji_kr,1girl,90,90,300,265.881826
oyama_mihari,onii-chan_wa_oshimai!,1girl,90,90,722,265.881826
shimushu_(kancolle),kantai_collection,1girl,90,90,54576,265.881826
su-san,touhou,1girl,90,90,92535,265.881826
lyra_(pokemon),,1girl,84,145,84,265.554912
autobot,transformers,1girl,89,93,194,264.194982
kyubey,mahou_shoujo_madoka_magica_(anime),1girl,86,117,2381,263.863984
mikuma_(kancolle),kantai_collection,1girl,89,92,54576,263.777117
may_(guilty_gear),guilty_gear_strive,1girl,86,116,187,263.543387
akagi_miria,idolmaster,1girl,89,91,13720,263.354684
akagi_miria,idolmaster_cinderella_girls,1girl,89,91,7464,263.354684
noelle_(genshin_impact),genshin_impact,1girl,87,106,10725,263.20161
aki_rosenthal,hololive,1girl,89,90,17510,262.927583
asahina_mikuru,suzumiya_haruhi_no_yuuutsu,1girl,89,90,1840,262.927583
asuna_(sao),sword_art_online,1girl,89,90,622,262.927583
hisakawa_hayate,idolmaster,1girl,89,90,13720,262.927583
hisakawa_hayate,idolmaster_cinderella_girls,1girl,89,90,7464,262.927583
mary_(ib),ib,1girl,89,90,172,262.927583
mikasa_ackerman,shingeki_no_kyojin,1girl,89,90,251,262.927583
hermes_(kino_no_tabi),kino_no_tabi,1girl,89,89,471,262.495711
kirlia,pokemon,1girl,89,89,8618,262.495711
mia_(fire_emblem),fire_emblem,1girl,89,89,4052,262.495711
naruse_shiroha,summer_pockets,1girl,89,89,334,262.495711
shoebill_(kemono_friends),kemono_friends,1girl,89,89,5004,262.495711
tenma_saki,project_sekai,1girl,89,89,2129,262.495711
watson_amelia_(1st_costume),hololive,1girl,89,89,17510,262.495711
yuki_miku,suki!_yuki!_maji_magic_(vocaloid),1girl,63,1449,63,262.147308
kris_(pokemon),,1girl,86,109,86,261.218679
eishin_flash_(umamusume),umamusume,1girl,88,90,13094,259.973341
ib_(ib),ib,1girl,88,90,172,259.973341
zero_two_(darling_in_the_franxx),darling_in_the_franxx,1girl,88,90,241,259.973341
i-58_(kancolle),kantai_collection,1girl,88,89,54576,259.546321
watson_amelia_(1st_costume),hololive_english,1girl,88,89,5092,259.546321
gunner_(sekaiju),sekaiju_no_meikyuu,1girl,88,88,312,259.114475
kagerou_kai_ni_(kancolle),kantai_collection,1girl,88,88,54576,259.114475
manaka_laala,pretty_(series),1girl,88,88,475,259.114475
manaka_laala,pripara,1girl,88,88,366,259.114475
michishio_kai_ni_(kancolle),kantai_collection,1girl,88,88,54576,259.114475
momozono_love,fresh_precure!,1girl,88,88,312,259.114475
momozono_love,precure,1girl,88,88,4689,259.114475
nakayama_festa_(umamusume),umamusume,1girl,88,88,13094,259.114475
otokura_yuuki,idolmaster,1girl,88,88,13720,259.114475
otokura_yuuki,idolmaster_cinderella_girls,1girl,88,88,7464,259.114475
tsukikage_yuri,heartcatch_precure!,1girl,88,88,258,259.114475
tsukikage_yuri,precure,1girl,88,88,4689,259.114475
winry_rockbell,fullmetal_alchemist,1girl,88,88,270,259.114475
kozakura_marry,mekakucity_actors,1girl,74,297,261,256.983977
gunner_(sekaiju),sekaiju_no_meikyuu_2,1girl,87,88,101,256.169992
fukae_(kancolle),kantai_collection,1girl,87,87,54576,255.738175
hatsuseno_alpha,yokohama_kaidashi_kikou,1girl,87,87,98,255.738175
hinamori_amu,shugo_chara!,1girl,87,87,129,255.738175
istina_(arknights),arknights,1girl,87,87,14928,255.738175
klee_(blossoming_starlight)_(genshin_impact),genshin_impact,1girl,87,87,10725,255.738175
memcho,oshi_no_ko,1girl,87,87,2427,255.738175
nanashi_mumei_(new_year),hololive,1girl,87,87,17510,255.738175
nanashi_mumei_(new_year),hololive_english,1girl,87,87,5092,255.738175
senko_(sewayaki_kitsune_no_senko-san),sewayaki_kitsune_no_senko-san,1girl,87,87,95,255.738175
sonozaki_mion,higurashi_no_naku_koro_ni,1girl,87,87,1037,255.738175
tang_keke,love_live!,1girl,87,87,3842,255.738175
hinanawi_tenshi,tenco's_story,1girl,61,1514,80,254.987678
lana_(pokemon),pokemon,1girl,80,151,8618,254.318156
hoshii_miki,idolmaster,1girl,86,90,13720,254.064856
takamachi_nanoha,mahou_shoujo_lyrical_nanoha_the_movie_1st,1girl,71,374,118,253.673884
micaiah_(fire_emblem),fire_emblem_heroes,1girl,73,298,942,253.617787
bernadetta_von_varley,fire_emblem,1girl,86,87,4052,252.798656
bernadetta_von_varley,fire_emblem:_three_houses,1girl,86,87,847,252.798656
jill_stingray,va-11_hall-a,1girl,86,87,125,252.798656
tang_keke,love_live!_superstar!!,1girl,86,87,554,252.798656
faruzan_(genshin_impact),genshin_impact,1girl,86,86,10725,252.366867
kamiya_nao,idolmaster,1girl,86,86,13720,252.366867
kamiya_nao,idolmaster_cinderella_girls,1girl,86,86,7464,252.366867
lady_maria_of_the_astral_clocktower,bloodborne,1girl,86,86,261,252.366867
maya_fey,ace_attorney,1girl,86,86,439,252.366867
michiru_(blue_archive),blue_archive,1girl,86,86,14955,252.366867
mr._c.b._(umamusume),umamusume,1girl,86,86,13094,252.366867
murasame_(senren),senren_banka,1girl,86,86,130,252.366867
penance_(arknights),arknights,1girl,86,86,14928,252.366867
peni_parker,marvel,1girl,86,86,243,252.366867
peni_parker,spider-man_(series),1girl,86,86,146,252.366867
peni_parker,spider-verse,1girl,86,86,106,252.366867
yoroizuka_mizore,liz_to_aoi_tori,1girl,85,93,167,252.321051
e.g.o_(project_moon),library_of_ruina,1girl,73,285,498,252.203675
kaai_yuki,kyoufuu_all_back_(vocaloid),1girl,81,129,158,251.957767
ganyu_(genshin_impact),,1girl,67,571,67,251.694619
hoshii_miki,idolmaster_(classic),1girl,85,90,1311,251.110613
komeiji_koishi,koishi_komeiji's_heart-throbbing_adventure,1girl,53,5437,65,250.974045
oreki_houtarou,,1girl,85,87,85,249.859136
souseiseki,rozen_maiden,1girl,85,86,1745,249.432368
akatsuki_kai_ni_(kancolle),kantai_collection,1girl,85,85,54576,249.000609
akitsushima_(kancolle),kantai_collection,1girl,85,85,54576,249.000609
geoffroy's_cat_(kemono_friends),kemono_friends,1girl,85,85,5004,249.000609
kohaku_(tsukihime),tsukihime,1girl,85,85,612,249.000609
nagisa_(blue_archive),blue_archive,1girl,85,85,14955,249.000609
ryoshu_(project_moon),limbus_company,1girl,85,85,697,249.000609
ryoshu_(project_moon),project_moon,1girl,85,85,1660,249.000609
tsukino_mito_(1st_costume),nijisanji,1girl,85,85,7324,249.000609
yuki_miku_(2015),vocaloid,1girl,85,85,24189,249.000609
hatsune_miku,hatsune_miku_expo,1girl,47,18651,47,247.723
takarada_rikka,gridman_universe,1girl,80,122,179,246.908786
selene_(pokemon),pokemon_sm,1girl,78,146,604,246.819523
bardiche,mahou_shoujo_lyrical_nanoha_a's,1girl,74,212,238,246.148854
abe_nana,idolmaster,1girl,84,85,13720,246.07119
abe_nana,idolmaster_cinderella_girls,1girl,84,85,7464,246.07119
an-94_(girls'_frontline),girls'_frontline,1girl,84,85,2907,246.07119
intrepid_(kancolle),kantai_collection,1girl,84,85,54576,246.07119
aruruu,utawarerumono,1girl,84,84,142,245.63946
bunny_girl_(yuuhagi_(amaretto-no-natsu)),original,1girl,84,84,73512,245.63946
fighting_miku_(project_voltage),pokemon,1girl,84,84,8618,245.63946
fighting_miku_(project_voltage),project_voltage,1girl,84,84,503,245.63946
fighting_miku_(project_voltage),vocaloid,1girl,84,84,24189,245.63946
hermione_granger,harry_potter_(series),1girl,84,84,248,245.63946
hermione_granger,wizarding_world,1girl,84,84,272,245.63946
hokko_tarumae_(umamusume),umamusume,1girl,84,84,13094,245.63946
hoshino_ichika_(project_sekai),project_sekai,1girl,84,84,2129,245.63946
humboldt_penguin_(kemono_friends),kemono_friends,1girl,84,84,5004,245.63946
my_melody,onegai_my_melody,1girl,84,84,147,245.63946
my_melody,sanrio,1girl,84,84,413,245.63946
pekomon_(usada_pekora),hololive,1girl,84,84,17510,245.63946
shibuki_ran,aikatsu!_(series),1girl,84,84,2349,245.63946
texas_(willpower)_(arknights),arknights,1girl,84,84,14928,245.63946
yuuki_(sao),sword_art_online,1girl,84,84,622,245.63946
cirno,hidden_star_in_four_seasons,1girl,54,3477,114,245.225053
kagamine_rin,project_diva_(series),1girl,57,1973,283,244.822244
qiqi_(genshin_impact),,1girl,69,347,69,244.282734
konpaku_youmu_(ghost),o,1girl,56,2223,11299,243.42861
cinnamoroll,vocaloid,1girl,79,120,24189,243.255318
shenhe_(genshin_impact),genshin_impact,1girl,79,120,10725,243.255318
jeanne_d'arc_alter_(avenger)_(fate),fate/grand_order,1girl,83,84,4875,242.715181
jeanne_d'arc_alter_(avenger)_(fate),fate_(series),1girl,83,84,8588,242.715181
shibuki_ran,aikatsu!,1girl,83,84,1805,242.715181
weiss_schnee,rwby,1girl,83,84,312,242.715181
daiyousei,cookie_(touhou),1girl,66,469,573,242.297408
aoki_reika,precure,1girl,83,83,4689,242.283482
aoki_reika,smile_precure!,1girl,83,83,410,242.283482
asari_nanami,idolmaster,1girl,83,83,13720,242.283482
asari_nanami,idolmaster_cinderella_girls,1girl,83,83,7464,242.283482
bokukawauso,kantai_collection,1girl,83,83,54576,242.283482
hozuki_momiji,onii-chan_wa_oshimai!,1girl,83,83,722,242.283482
kana_anaberal,touhou,1girl,83,83,92535,242.283482
kurosawa_ruby,love_live!,1girl,83,83,3842,242.283482
kurosawa_ruby,love_live!_sunshine!!,1girl,83,83,944,242.283482
reed_(arknights),arknights,1girl,83,83,14928,242.283482
rinne_(rinrinne),rinrinne,1girl,83,83,89,242.283482
seeu,vocaloid,1girl,83,83,24189,242.283482
shameimaru_aya_(newsboy),touhou,1girl,83,83,92535,242.283482
shirayuki_chiyo,idolmaster,1girl,83,83,13720,242.283482
shirayuki_chiyo,idolmaster_cinderella_girls,1girl,83,83,7464,242.283482
uranami_(kancolle),kantai_collection,1girl,83,83,54576,242.283482
